,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,Month,Day,Hour,Minute,Second,risehour,riseminute,sethour,setminute
5488,260.11,55,30.39,92,22.23,3.37,9,8,15,50,25,6,9,18,32
5489,502.03,55,30.39,92,336.03,2.25,9,8,15,5,24,6,9,18,32
5490,375.57,55,30.4,91,337.77,6.75,9,8,14,50,24,6,9,18,32
5491,611.7,55,30.4,94,32.83,5.62,9,8,14,20,21,6,9,18,32
5492,490.29,57,30.44,76,2.69,3.37,9,8,11,35,21,6,9,18,32
5493,970.12,57,30.44,72,32.63,1.12,9,8,10,30,24,6,9,18,32
5494,26.75,46,30.42,69,108.47,3.37,9,8,6,50,23,6,9,18,32
5495,10.56,44,30.41,67,198.07,6.75,9,8,6,10,22,6,9,18,32
5496,6.47,45,30.41,66,197.65,4.5,9,8,6,0,26,6,9,18,32
5497,2.37,45,30.41,64,198.48,3.37,9,8,5,50,27,6,9,18,32
5498,2.37,44,30.41,64,200.3,6.75,9,8,5,45,26,6,9,18,32
5499,2.21,43,30.4,66,205.21,7.87,9,8,5,40,21,6,9,18,32
5500,2.29,43,30.4,68,193.38,5.62,9,8,5,35,22,6,9,18,32
5501,2.26,42,30.4,70,196.12,7.87,9,8,5,30,23,6,9,18,32
5502,2.25,42,30.4,71,182.13,5.62,9,8,5,25,20,6,9,18,32
5503,2.32,42,30.4,73,167.8,4.5,9,8,5,20,26,6,9,18,32
5504,2.31,42,30.4,74,178.63,6.75,9,8,5,15,21,6,9,18,32
5505,2.24,43,30.4,75,190.59,2.25,9,8,5,10,19,6,9,18,32
5506,2.01,43,30.4,75,190.63,3.37,9,8,5,5,24,6,9,18,32
5507,2.14,43,30.4,74,188.66,7.87,9,8,5,0,23,6,9,18,32
5508,2.1,43,30.4,75,196.68,5.62,9,8,4,55,23,6,9,18,32
5509,2.25,43,30.4,74,191.25,6.75,9,8,4,50,24,6,9,18,32
5510,2.4,43,30.4,74,197.0,5.62,9,8,4,45,25,6,9,18,32
5511,2.75,43,30.4,73,201.29,5.62,9,8,4,40,25,6,9,18,32
5512,2.58,44,30.4,71,175.49,4.5,9,8,4,35,21,6,9,18,32
5513,2.8,44,30.4,71,140.47,1.12,9,8,4,30,24,6,9,18,32
5514,2.62,44,30.4,72,122.19,4.5,9,8,4,25,19,6,9,18,32
5515,2.87,44,30.4,69,195.52,4.5,9,8,4,20,22,6,9,18,32
5516,2.34,44,30.39,69,195.84,7.87,9,8,4,15,23,6,9,18,32
5517,2.6,44,30.39,69,196.47,5.62,9,8,4,10,19,6,9,18,32
5518,2.67,44,30.39,69,196.37,9.0,9,8,4,5,22,6,9,18,32
5519,2.2,44,30.39,67,191.21,9.0,9,8,4,0,22,6,9,18,32
5520,2.06,43,30.4,68,193.76,4.5,9,8,3,55,24,6,9,18,32
5521,1.96,43,30.4,69,194.5,6.75,9,8,3,50,23,6,9,18,32
5522,2.1,43,30.4,71,189.28,5.62,9,8,3,45,26,6,9,18,32
5523,2.09,43,30.4,71,194.52,4.5,9,8,3,40,23,6,9,18,32
5524,2.19,43,30.4,71,189.69,6.75,9,8,3,35,26,6,9,18,32
5525,1.94,43,30.4,69,193.79,7.87,9,8,3,25,23,6,9,18,32
5526,2.13,43,30.4,71,183.06,5.62,9,8,3,20,23,6,9,18,32
5527,2.04,43,30.4,72,112.4,3.37,9,8,3,15,25,6,9,18,32
5528,2.34,43,30.4,66,186.92,2.25,9,8,3,10,20,6,9,18,32
5529,2.74,43,30.4,67,186.06,2.25,9,8,3,5,21,6,9,18,32
5530,3.23,43,30.4,68,183.97,4.5,9,8,3,0,21,6,9,18,32
5531,2.67,44,30.4,69,179.48,3.37,9,8,2,55,21,6,9,18,32
5532,3.28,44,30.4,68,182.36,3.37,9,8,2,50,22,6,9,18,32
5533,3.02,44,30.4,66,179.64,4.5,9,8,2,45,18,6,9,18,32
5534,3.07,44,30.4,63,178.69,3.37,9,8,2,40,20,6,9,18,32
5535,3.29,45,30.4,62,178.69,3.37,9,8,2,35,23,6,9,18,32
5536,2.14,45,30.4,61,189.59,4.5,9,8,2,30,24,6,9,18,32
5537,2.42,45,30.4,59,190.95,1.12,9,8,2,25,22,6,9,18,32
5538,2.63,45,30.4,61,188.18,5.62,9,8,2,20,23,6,9,18,32
5539,2.5,45,30.41,58,168.9,3.37,9,8,2,15,22,6,9,18,32
5540,2.71,45,30.41,59,358.37,3.37,9,8,2,10,20,6,9,18,32
5541,2.04,45,30.41,60,188.55,9.0,9,8,2,5,21,6,9,18,32
5542,2.13,45,30.41,60,185.94,5.62,9,8,2,0,20,6,9,18,32
5543,2.26,45,30.41,59,185.36,6.75,9,8,1,55,23,6,9,18,32
5544,2.47,45,30.41,56,165.23,4.5,9,8,1,50,21,6,9,18,32
5545,2.42,45,30.41,51,146.35,1.12,9,8,1,45,21,6,9,18,32
5546,2.37,45,30.42,56,157.38,4.5,9,8,1,40,24,6,9,18,32
5547,2.16,45,30.42,56,180.61,5.62,9,8,1,35,24,6,9,18,32
5548,2.55,46,30.42,53,188.13,6.75,9,8,1,30,20,6,9,18,32
5549,2.47,47,30.42,51,192.1,6.75,9,8,1,25,21,6,9,18,32
5550,2.74,47,30.42,50,166.5,6.75,9,8,1,20,22,6,9,18,32
5551,2.66,47,30.42,49,144.47,4.5,9,8,1,15,25,6,9,18,32
5552,2.66,46,30.42,49,83.35,6.75,9,8,1,10,26,6,9,18,32
5553,2.25,46,30.42,53,108.35,5.62,9,8,1,5,21,6,9,18,32
5554,2.22,46,30.42,52,125.88,4.5,9,8,1,0,23,6,9,18,32
5555,2.51,45,30.42,53,148.31,4.5,9,8,0,55,24,6,9,18,32
5556,2.3,45,30.42,59,97.0,1.12,9,8,0,50,27,6,9,18,32
5557,3.13,46,30.43,66,155.89,9.0,9,8,0,25,20,6,9,18,32
5558,3.14,46,30.43,62,134.84,6.75,9,8,0,20,22,6,9,18,32
5559,2.28,47,30.43,65,168.97,5.62,9,8,0,5,22,6,9,18,32
5560,2.56,48,30.44,61,122.08,2.25,9,8,0,0,24,6,9,18,32
5561,2.77,48,30.44,54,117.59,2.25,9,7,23,55,19,6,8,18,33
5562,2.8,48,30.44,54,130.7,9.0,9,7,23,50,26,6,8,18,33
5563,3.24,48,30.44,50,89.38,6.75,9,7,23,45,23,6,8,18,33
5564,3.36,48,30.44,49,128.34,2.25,9,7,23,40,22,6,8,18,33
5565,2.74,48,30.44,50,150.09,2.25,9,7,23,35,26,6,8,18,33
5566,2.65,48,30.44,47,162.83,4.5,9,7,23,25,20,6,8,18,33
5567,2.65,48,30.44,49,183.11,9.0,9,7,23,20,24,6,8,18,33
5568,2.67,48,30.44,50,182.01,5.62,9,7,23,15,22,6,8,18,33
5569,2.68,48,30.44,50,176.2,5.62,9,7,23,10,22,6,8,18,33
5570,2.71,48,30.44,51,180.26,6.75,9,7,23,5,21,6,8,18,33
5571,3.05,48,30.44,48,166.13,6.75,9,7,23,0,23,6,8,18,33
5572,3.48,48,30.44,49,162.44,7.87,9,7,22,55,22,6,8,18,33
5573,3.19,48,30.44,49,174.83,6.75,9,7,22,50,23,6,8,18,33
5574,3.44,48,30.45,50,159.4,5.62,9,7,22,45,25,6,8,18,33
5575,3.88,48,30.45,49,160.08,5.62,9,7,22,40,21,6,8,18,33
5576,3.51,48,30.45,50,181.44,5.62,9,7,22,35,23,6,8,18,33
5577,3.98,48,30.45,50,172.16,6.75,9,7,22,30,19,6,8,18,33
5578,4.03,47,30.45,51,185.79,6.75,9,7,22,25,21,6,8,18,33
5579,2.69,47,30.45,52,136.0,5.62,9,7,22,20,20,6,8,18,33
5580,2.93,47,30.45,53,173.79,6.75,9,7,22,15,20,6,8,18,33
5581,2.47,48,30.45,55,169.94,5.62,9,7,22,10,27,6,8,18,33
5582,2.32,48,30.45,55,141.9,7.87,9,7,22,5,26,6,8,18,33
5583,2.85,48,30.45,53,118.23,5.62,9,7,22,0,26,6,8,18,33
5584,2.7,48,30.45,53,113.65,3.37,9,7,21,55,21,6,8,18,33
5585,2.87,49,30.45,51,134.52,3.37,9,7,21,50,24,6,8,18,33
5586,2.38,49,30.45,52,54.95,6.75,9,7,21,45,23,6,8,18,33
5587,2.21,49,30.45,53,150.04,3.37,9,7,21,40,28,6,8,18,33
5588,2.63,49,30.45,49,152.94,3.37,9,7,21,35,22,6,8,18,33
5589,2.6,49,30.45,50,79.66,6.75,9,7,21,30,24,6,8,18,33
5590,2.96,49,30.45,50,173.21,6.75,9,7,21,25,21,6,8,18,33
5591,2.27,50,30.45,52,76.03,3.37,9,7,21,20,24,6,8,18,33
5592,2.4,50,30.45,46,158.8,2.25,9,7,21,15,23,6,8,18,33
5593,2.68,50,30.44,46,89.48,2.25,9,7,21,10,21,6,8,18,33
5594,2.38,50,30.44,49,163.05,3.37,9,7,21,5,24,6,8,18,33
5595,2.57,51,30.44,50,145.88,5.62,9,7,21,0,29,6,8,18,33
5596,2.6,51,30.44,47,119.06,9.0,9,7,20,55,21,6,8,18,33
5597,2.88,51,30.44,44,122.18,7.87,9,7,20,50,23,6,8,18,33
5598,2.81,51,30.44,46,158.25,5.62,9,7,20,45,23,6,8,18,33
5599,3.13,52,30.44,42,149.2,4.5,9,7,20,40,19,6,8,18,33
5600,2.99,52,30.44,46,103.4,5.62,9,7,20,35,24,6,8,18,33
5601,2.83,52,30.44,46,174.65,9.0,9,7,20,30,22,6,8,18,33
5602,2.22,52,30.44,44,137.14,6.75,9,7,20,25,20,6,8,18,33
5603,2.6,52,30.44,45,161.9,5.62,9,7,20,20,26,6,8,18,33
5604,2.4,52,30.44,46,150.04,6.75,9,7,20,15,25,6,8,18,33
5605,2.15,52,30.43,47,155.29,6.75,9,7,20,10,24,6,8,18,33
5606,2.42,51,30.43,48,153.75,4.5,9,7,20,5,31,6,8,18,33
5607,2.56,51,30.43,55,149.27,4.5,9,7,19,55,25,6,8,18,33
5608,2.79,51,30.43,55,166.46,2.25,9,7,19,50,20,6,8,18,33
5609,2.93,52,30.43,61,175.4,3.37,9,7,19,45,22,6,8,18,33
5610,3.31,53,30.43,71,135.18,4.5,9,7,19,40,32,6,8,18,33
5611,2.97,53,30.43,58,98.2,3.37,9,7,19,35,24,6,8,18,33
5612,1.81,53,30.42,51,132.29,2.25,9,7,19,30,21,6,8,18,33
5613,1.96,53,30.42,51,160.46,3.37,9,7,19,25,21,6,8,18,33
5614,2.07,53,30.42,51,164.57,4.5,9,7,19,20,20,6,8,18,33
5615,2.11,53,30.42,54,159.17,6.75,9,7,19,15,21,6,8,18,33
5616,2.12,54,30.42,57,122.51,1.12,9,7,19,10,21,6,8,18,33
5617,2.24,54,30.42,64,135.03,2.25,9,7,19,5,22,6,8,18,33
5618,2.15,54,30.42,68,87.84,3.37,9,7,19,0,23,6,8,18,33
5619,2.16,53,30.42,70,141.59,3.37,9,7,18,55,26,6,8,18,33
5620,2.06,53,30.42,73,72.39,1.12,9,7,18,50,19,6,8,18,33
5621,2.08,53,30.42,80,140.01,3.37,9,7,18,45,20,6,8,18,33
5622,5.29,54,30.41,89,55.94,0.0,9,7,18,35,22,6,8,18,33
5623,7.63,55,30.41,88,75.96,0.0,9,7,18,30,22,6,8,18,33
5624,15.91,56,30.41,85,41.59,2.25,9,7,18,20,24,6,8,18,33
5625,37.14,57,30.41,84,72.91,1.12,9,7,18,5,23,6,8,18,33
5626,55.99,57,30.41,83,20.88,4.5,9,7,18,0,23,6,8,18,33
5627,100.84,57,30.41,82,72.85,5.62,9,7,17,50,22,6,8,18,33
5628,423.57,60,30.4,68,13.24,3.37,9,7,16,45,20,6,8,18,33
5629,583.94,61,30.41,61,22.4,3.37,9,7,16,5,25,6,8,18,33
5630,622.27,61,30.41,56,9.71,4.5,9,7,15,55,20,6,8,18,33
5631,747.76,61,30.41,71,36.9,6.75,9,7,15,20,24,6,8,18,33
5632,864.37,62,30.41,66,24.06,9.0,9,7,14,45,24,6,8,18,33
5633,1007.24,59,30.43,78,2.1,6.75,9,7,13,40,26,6,8,18,33
5634,1018.91,59,30.43,76,4.28,2.25,9,7,13,35,24,6,8,18,33
5635,1041.17,59,30.43,77,46.37,9.0,9,7,13,20,25,6,8,18,33
5636,1069.2,59,30.43,80,1.88,4.5,9,7,12,55,23,6,8,18,33
5637,1075.35,58,30.44,82,10.55,7.87,9,7,11,55,23,6,8,18,33
5638,1005.15,57,30.44,85,335.88,7.87,9,7,10,40,21,6,8,18,33
5639,747.74,57,30.44,86,28.35,5.62,9,7,10,35,25,6,8,18,33
5640,510.87,57,30.44,85,48.18,9.0,9,7,10,30,27,6,8,18,33
5641,1060.72,57,30.44,87,52.87,11.25,9,7,10,25,19,6,8,18,33
5642,859.78,56,30.44,88,13.37,4.5,9,7,10,20,24,6,8,18,33
5643,1036.1,56,30.45,90,357.7,3.37,9,7,10,15,22,6,8,18,33
5644,515.29,56,30.45,91,60.65,7.87,9,7,10,10,20,6,8,18,33
5645,600.27,56,30.45,92,69.37,5.62,9,7,10,5,24,6,8,18,33
5646,1044.73,56,30.45,89,342.81,1.12,9,7,10,0,18,6,8,18,33
5647,640.71,55,30.45,88,53.59,3.37,9,7,9,55,21,6,8,18,33
5648,619.73,55,30.45,91,2.37,2.25,9,7,9,50,19,6,8,18,33
5649,637.36,55,30.45,92,46.52,3.37,9,7,9,45,35,6,8,18,33
5650,983.69,55,30.45,90,3.2,6.75,9,7,9,40,24,6,8,18,33
5651,517.55,55,30.45,88,26.39,2.25,9,7,9,35,23,6,8,18,33
5652,480.37,55,30.45,89,18.31,7.87,9,7,9,30,21,6,8,18,33
5653,319.84,55,30.45,91,32.26,2.25,9,7,9,25,22,6,8,18,33
5654,832.45,54,30.45,95,57.28,5.62,9,7,9,20,21,6,8,18,33
5655,698.69,53,30.45,95,79.62,6.75,9,7,9,15,21,6,8,18,33
5656,380.59,53,30.45,97,25.19,5.62,9,7,9,10,21,6,8,18,33
5657,365.79,53,30.45,97,75.78,4.5,9,7,9,5,25,6,8,18,33
5658,412.69,53,30.45,99,43.73,3.37,9,7,9,0,20,6,8,18,33
5659,229.38,52,30.45,99,30.7,4.5,9,7,8,55,21,6,8,18,33
5660,368.25,52,30.44,99,27.69,3.37,9,7,8,50,19,6,8,18,33
5661,349.22,52,30.45,99,58.44,3.37,9,7,8,45,18,6,8,18,33
5662,401.65,52,30.44,99,54.97,4.5,9,7,8,40,30,6,8,18,33
5663,278.69,52,30.44,99,348.51,3.37,9,7,8,35,26,6,8,18,33
5664,330.6,52,30.44,99,323.93,3.37,9,7,8,30,20,6,8,18,33
5665,326.79,52,30.44,98,73.69,1.12,9,7,8,25,23,6,8,18,33
5666,303.69,52,30.44,98,113.57,4.5,9,7,8,20,27,6,8,18,33
5667,316.83,52,30.44,98,81.92,7.87,9,7,8,15,20,6,8,18,33
5668,355.89,52,30.44,97,43.61,3.37,9,7,8,10,23,6,8,18,33
5669,335.14,52,30.44,97,111.66,5.62,9,7,8,5,22,6,8,18,33
5670,346.39,52,30.44,96,66.64,3.37,9,7,8,0,19,6,8,18,33
5671,252.02,52,30.44,95,107.59,3.37,9,7,7,55,19,6,8,18,33
5672,321.17,52,30.44,95,102.35,1.12,9,7,7,50,25,6,8,18,33
5673,269.56,51,30.43,95,157.94,5.62,9,7,7,45,24,6,8,18,33
5674,326.71,51,30.43,95,130.07,9.0,9,7,7,40,19,6,8,18,33
5675,312.71,51,30.43,95,122.85,5.62,9,7,7,35,22,6,8,18,33
5676,217.87,50,30.43,95,175.46,5.62,9,7,7,30,22,6,8,18,33
5677,267.26,50,30.43,94,133.6,4.5,9,7,7,25,20,6,8,18,33
5678,237.62,50,30.43,94,141.7,7.87,9,7,7,20,24,6,8,18,33
5679,248.85,50,30.43,94,125.88,9.0,9,7,7,15,23,6,8,18,33
5680,218.21,49,30.43,95,129.21,10.12,9,7,7,10,18,6,8,18,33
5681,189.73,48,30.43,96,136.94,9.0,9,7,7,5,20,6,8,18,33
5682,169.8,47,30.43,96,168.04,4.5,9,7,7,0,21,6,8,18,33
5683,26.74,46,30.42,95,186.19,2.25,9,7,6,55,19,6,8,18,33
5684,20.21,46,30.42,94,157.75,4.5,9,7,6,50,20,6,8,18,33
5685,19.15,45,30.42,91,152.99,5.62,9,7,6,45,21,6,8,18,33
5686,18.03,45,30.42,90,168.3,5.62,9,7,6,40,21,6,8,18,33
5687,16.82,45,30.42,90,152.52,6.75,9,7,6,35,20,6,8,18,33
5688,15.34,45,30.42,85,155.73,3.37,9,7,6,30,18,6,8,18,33
5689,13.74,45,30.41,82,186.0,3.37,9,7,6,25,18,6,8,18,33
5690,12.08,45,30.41,83,176.6,4.5,9,7,6,20,21,6,8,18,33
5691,10.2,45,30.41,81,136.25,5.62,9,7,6,15,22,6,8,18,33
5692,8.07,45,30.41,78,164.08,3.37,9,7,6,10,23,6,8,18,33
5693,5.61,45,30.41,68,199.79,6.75,9,7,6,5,22,6,8,18,33
5694,3.33,45,30.41,63,152.04,5.62,9,7,6,0,19,6,8,18,33
5695,2.11,44,30.41,58,156.19,3.37,9,7,5,55,20,6,8,18,33
5696,1.97,44,30.41,56,166.35,7.87,9,7,5,50,21,6,8,18,33
5697,2.0,44,30.41,58,157.51,5.62,9,7,5,45,22,6,8,18,33
5698,1.92,44,30.41,61,156.11,7.87,9,7,5,40,24,6,8,18,33
5699,2.03,44,30.41,61,178.74,6.75,9,7,5,35,23,6,8,18,33
5700,2.16,44,30.4,61,163.32,5.62,9,7,5,30,23,6,8,18,33
5701,2.11,43,30.4,61,161.59,4.5,9,7,5,25,19,6,8,18,33
5702,2.29,43,30.4,62,166.01,7.87,9,7,5,20,23,6,8,18,33
5703,2.4,43,30.4,63,158.52,6.75,9,7,5,15,18,6,8,18,33
5704,2.37,44,30.4,62,154.6,4.5,9,7,5,10,20,6,8,18,33
5705,2.41,44,30.4,64,177.88,3.37,9,7,5,5,27,6,8,18,33
5706,2.61,44,30.4,65,170.24,6.75,9,7,5,0,21,6,8,18,33
5707,2.41,44,30.4,71,168.45,3.37,9,7,4,55,22,6,8,18,33
5708,2.06,44,30.4,65,177.91,4.5,9,7,4,50,19,6,8,18,33
5709,2.46,44,30.4,64,154.65,5.62,9,7,4,45,19,6,8,18,33
5710,2.52,43,30.4,67,167.73,4.5,9,7,4,40,20,6,8,18,33
5711,2.52,43,30.4,67,172.53,4.5,9,7,4,35,26,6,8,18,33
5712,2.21,43,30.4,68,155.16,5.62,9,7,4,30,22,6,8,18,33
5713,2.49,43,30.39,67,177.78,5.62,9,7,4,25,20,6,8,18,33
5714,2.37,43,30.39,68,176.98,6.75,9,7,4,20,24,6,8,18,33
5715,2.39,43,30.39,68,189.93,7.87,9,7,4,15,22,6,8,18,33
5716,2.32,43,30.39,67,181.32,5.62,9,7,4,10,22,6,8,18,33
5717,2.88,43,30.39,67,176.1,5.62,9,7,4,5,19,6,8,18,33
5718,2.5,43,30.4,67,152.19,5.62,9,7,4,0,22,6,8,18,33
5719,2.8,43,30.4,67,166.84,6.75,9,7,3,55,20,6,8,18,33
5720,2.77,43,30.4,66,159.63,2.25,9,7,3,50,23,6,8,18,33
5721,2.73,43,30.4,67,176.61,6.75,9,7,3,45,19,6,8,18,33
5722,2.8,44,30.4,67,175.52,4.5,9,7,3,40,21,6,8,18,33
5723,2.79,44,30.4,63,173.9,5.62,9,7,3,35,22,6,8,18,33
5724,3.38,45,30.4,64,161.43,2.25,9,7,3,30,26,6,8,18,33
5725,3.32,44,30.4,63,123.5,1.12,9,7,3,25,20,6,8,18,33
5726,3.09,43,30.4,65,176.82,2.25,9,7,3,20,19,6,8,18,33
5727,2.96,44,30.4,68,186.51,5.62,9,7,3,15,21,6,8,18,33
5728,2.83,44,30.4,66,184.39,5.62,9,7,3,10,18,6,8,18,33
5729,2.82,44,30.4,63,177.16,1.12,9,7,3,5,21,6,8,18,33
5730,2.73,44,30.4,63,173.65,4.5,9,7,3,0,23,6,8,18,33
5731,2.74,44,30.4,64,156.05,5.62,9,7,2,55,24,6,8,18,33
5732,2.77,44,30.4,64,157.31,3.37,9,7,2,50,22,6,8,18,33
5733,2.73,44,30.4,67,175.14,4.5,9,7,2,45,21,6,8,18,33
5734,2.75,44,30.4,66,189.25,4.5,9,7,2,40,23,6,8,18,33
5735,2.54,45,30.4,66,176.15,6.75,9,7,2,35,19,6,8,18,33
5736,2.47,45,30.4,65,175.55,4.5,9,7,2,30,19,6,8,18,33
5737,2.37,45,30.4,65,152.84,4.5,9,7,2,25,23,6,8,18,33
5738,2.25,45,30.4,64,179.72,5.62,9,7,2,20,22,6,8,18,33
5739,2.23,45,30.4,63,151.57,7.87,9,7,2,15,18,6,8,18,33
5740,2.33,45,30.4,62,174.72,3.37,9,7,2,10,21,6,8,18,33
5741,2.33,45,30.4,64,126.75,4.5,9,7,2,5,27,6,8,18,33
5742,2.52,45,30.4,65,159.68,6.75,9,7,2,0,22,6,8,18,33
5743,2.68,45,30.4,65,145.2,4.5,9,7,1,55,20,6,8,18,33
5744,2.55,45,30.4,64,165.59,4.5,9,7,1,50,19,6,8,18,33
5745,2.55,45,30.4,64,173.08,4.5,9,7,1,45,20,6,8,18,33
5746,2.75,46,30.4,63,115.81,3.37,9,7,1,40,19,6,8,18,33
5747,2.94,46,30.4,62,161.49,2.25,9,7,1,35,21,6,8,18,33
5748,3.22,46,30.4,60,122.37,1.12,9,7,1,30,19,6,8,18,33
5749,3.4,47,30.4,59,166.54,3.37,9,7,1,25,24,6,8,18,33
5750,3.29,47,30.4,60,149.04,6.75,9,7,1,20,23,6,8,18,33
5751,3.62,47,30.4,59,164.03,6.75,9,7,1,15,24,6,8,18,33
5752,3.39,46,30.4,60,171.64,5.62,9,7,1,10,23,6,8,18,33
5753,2.52,46,30.4,60,145.6,7.87,9,7,1,5,21,6,8,18,33
5754,2.81,46,30.41,61,120.32,5.62,9,7,1,0,22,6,8,18,33
5755,2.85,46,30.4,60,158.63,3.37,9,7,0,55,25,6,8,18,33
5756,1.56,46,30.4,61,128.07,6.75,9,7,0,50,26,6,8,18,33
5757,1.63,46,30.41,64,177.98,9.0,9,7,0,45,23,6,8,18,33
5758,1.85,46,30.41,62,130.31,5.62,9,7,0,30,19,6,8,18,33
5759,2.87,46,30.41,62,130.69,3.37,9,7,0,25,19,6,8,18,33
5760,2.39,47,30.41,61,137.25,5.62,9,7,0,20,21,6,8,18,33
5761,1.75,48,30.41,56,169.04,2.25,9,7,0,0,24,6,8,18,33
5762,2.57,48,30.41,56,135.14,7.87,9,6,23,55,22,6,8,18,34
5763,1.93,48,30.41,56,137.44,11.25,9,6,23,50,20,6,8,18,34
5764,1.87,47,30.42,57,154.01,3.37,9,6,23,45,20,6,8,18,34
5765,1.84,47,30.42,59,169.36,6.75,9,6,23,40,21,6,8,18,34
5766,2.01,48,30.42,60,150.96,7.87,9,6,23,35,20,6,8,18,34
5767,2.43,48,30.42,58,173.01,3.37,9,6,23,30,19,6,8,18,34
5768,2.49,48,30.42,59,173.75,4.5,9,6,23,20,18,6,8,18,34
5769,2.04,48,30.42,58,152.42,6.75,9,6,23,15,27,6,8,18,34
5770,2.18,49,30.42,58,128.95,6.75,9,6,23,10,25,6,8,18,34
5771,2.28,49,30.42,58,122.84,9.0,9,6,23,5,24,6,8,18,34
5772,2.4,49,30.42,58,134.59,7.87,9,6,23,0,19,6,8,18,34
5773,2.27,49,30.43,59,103.0,9.0,9,6,22,55,18,6,8,18,34
5774,2.44,49,30.43,59,136.46,3.37,9,6,22,50,18,6,8,18,34
5775,2.3,49,30.43,59,159.33,6.75,9,6,22,45,20,6,8,18,34
5776,2.28,49,30.42,59,120.42,4.5,9,6,22,40,18,6,8,18,34
5777,2.41,48,30.42,59,151.57,3.37,9,6,22,35,26,6,8,18,34
5778,2.37,48,30.42,63,169.32,6.75,9,6,22,30,22,6,8,18,34
5779,2.38,47,30.42,68,152.49,4.5,9,6,22,25,21,6,8,18,34
5780,2.79,47,30.42,72,188.74,6.75,9,6,22,20,24,6,8,18,34
5781,2.51,47,30.42,73,173.99,5.62,9,6,22,15,18,6,8,18,34
5782,2.44,47,30.42,76,159.16,6.75,9,6,22,10,20,6,8,18,34
5783,2.65,47,30.43,80,109.46,7.87,9,6,22,5,20,6,8,18,34
5784,2.4,47,30.43,83,126.66,6.75,9,6,22,0,19,6,8,18,34
5785,2.49,48,30.43,85,125.2,7.87,9,6,21,55,21,6,8,18,34
5786,2.21,47,30.43,83,181.19,3.37,9,6,21,50,22,6,8,18,34
5787,2.16,47,30.43,85,176.77,4.5,9,6,21,45,18,6,8,18,34
5788,2.33,47,30.43,85,335.6,2.25,9,6,21,40,19,6,8,18,34
5789,2.46,47,30.42,88,155.76,5.62,9,6,21,35,22,6,8,18,34
5790,2.54,47,30.42,84,99.69,5.62,9,6,21,30,21,6,8,18,34
5791,2.55,47,30.42,82,130.24,2.25,9,6,21,25,21,6,8,18,34
5792,2.58,47,30.42,82,105.47,3.37,9,6,21,20,21,6,8,18,34
5793,2.75,47,30.42,85,134.38,6.75,9,6,21,15,23,6,8,18,34
5794,2.5,47,30.42,88,144.21,5.62,9,6,21,10,19,6,8,18,34
5795,2.07,47,30.42,88,136.34,6.75,9,6,21,5,20,6,8,18,34
5796,2.15,47,30.42,88,128.83,10.12,9,6,21,0,18,6,8,18,34
5797,2.02,48,30.43,88,98.5,7.87,9,6,20,55,27,6,8,18,34
5798,2.0,48,30.42,86,125.92,6.75,9,6,20,50,24,6,8,18,34
5799,1.96,48,30.42,88,153.92,9.0,9,6,20,45,20,6,8,18,34
5800,1.99,48,30.42,89,142.91,6.75,9,6,20,40,23,6,8,18,34
5801,1.89,48,30.42,88,152.48,4.5,9,6,20,35,23,6,8,18,34
5802,1.73,48,30.42,88,114.03,3.37,9,6,20,30,22,6,8,18,34
5803,1.87,48,30.42,84,82.71,3.37,9,6,20,25,23,6,8,18,34
5804,2.17,47,30.41,87,46.97,3.37,9,6,20,20,21,6,8,18,34
5805,1.96,47,30.41,97,154.68,5.62,9,6,20,15,18,6,8,18,34
5806,2.07,47,30.41,99,147.36,5.62,9,6,20,10,21,6,8,18,34
5807,2.0,48,30.41,100,132.07,4.5,9,6,20,5,21,6,8,18,34
5808,2.14,49,30.41,100,102.28,7.87,9,6,20,0,21,6,8,18,34
5809,2.26,49,30.41,100,83.32,2.25,9,6,19,55,21,6,8,18,34
5810,2.04,49,30.41,100,101.83,3.37,9,6,19,50,18,6,8,18,34
5811,2.38,49,30.41,100,77.16,5.62,9,6,19,45,21,6,8,18,34
5812,2.4,50,30.41,100,71.93,3.37,9,6,19,40,32,6,8,18,34
5813,2.11,50,30.41,100,154.77,3.37,9,6,19,35,18,6,8,18,34
5814,2.47,50,30.41,100,111.59,5.62,9,6,19,30,19,6,8,18,34
5815,2.17,50,30.41,100,75.85,1.12,9,6,19,25,21,6,8,18,34
5816,1.98,50,30.41,100,77.87,4.5,9,6,19,20,23,6,8,18,34
5817,1.93,51,30.4,100,65.51,3.37,9,6,19,15,21,6,8,18,34
5818,2.06,51,30.4,99,78.59,1.12,9,6,19,10,22,6,8,18,34
5819,2.04,51,30.4,99,82.5,2.25,9,6,19,5,25,6,8,18,34
5820,1.89,51,30.4,99,153.81,3.37,9,6,19,0,19,6,8,18,34
5821,1.89,51,30.4,99,83.94,1.12,9,6,18,55,18,6,8,18,34
5822,3.1,51,30.4,98,59.86,3.37,9,6,18,50,20,6,8,18,34
5823,2.19,51,30.4,98,70.41,3.37,9,6,18,45,22,6,8,18,34
5824,2.94,52,30.4,98,97.84,2.25,9,6,18,40,20,6,8,18,34
5825,3.76,52,30.4,97,39.34,3.37,9,6,18,35,22,6,8,18,34
5826,4.84,52,30.4,97,48.9,1.12,9,6,18,30,21,6,8,18,34
